,S.N.,Symbol,Buyer,Seller,Quantity,Rate,Amount
31439,63,AHPC,22,43,990,537.0,531630.0
31440,63,AHPC,22,4,10,537.0,5370.0
31441,63,SFCL,46,51,60,406.0,24360.0
31442,63,BARUN,45,49,300,584.0,175200.0
31443,63,UPPER,7,3,150,756.0,113400.0
31444,63,JBBL,45,19,60,493.0,29580.0
31445,63,JBBL,11,19,120,494.0,59280.0
31446,63,JBBL,49,19,10,495.0,4950.0
31447,63,JBBL,57,19,100,495.0,49500.0
31448,63,JBBL,58,19,100,495.0,49500.0
31449,63,JBBL,59,19,250,495.0,123750.0
31450,63,JBBL,14,19,200,495.0,99000.0
31451,63,JBBL,34,19,200,495.0,99000.0
31452,63,JBBL,51,19,20,495.0,9900.0
31453,63,JBBL,51,19,250,495.0,123750.0
31454,63,JBBL,34,19,50,496.0,24800.0
31455,63,JBBL,44,19,10,496.0,4960.0
31456,63,JBBL,4,19,30,496.0,14880.0
31457,63,JBBL,57,19,100,496.0,49600.0
31458,63,SGI,41,13,10,795.0,7950.0
31459,63,SGI,41,10,15,795.0,11925.0
31460,63,KBL,21,49,100,399.0,39900.0
31461,63,RHPL,37,54,130,531.0,69030.0
31462,63,RLI,21,59,10,715.0,7150.0
31463,63,OHL,46,3,100,615.0,61500.0
31464,63,KPCL,57,26,100,494.0,49400.0
31465,63,SHIVM,44,44,50,1580.0,79000.0
31466,63,GMFIL,36,50,100,561.0,56100.0
31467,63,GMFIL,16,50,185,561.0,103785.0
31468,63,NABBC,4,28,15,643.0,9645.0
31469,63,CHDC,16,18,10,733.0,7330.0
31470,63,RHPL,18,10,100,532.0,53200.0
31471,63,RHPL,51,10,300,532.0,159600.0
31472,63,BARUN,56,49,795,584.0,464280.0
31473,63,BARUN,56,34,100,584.0,58400.0
31474,63,BARUN,56,26,11,582.0,6402.0
31475,63,BARUN,56,47,11,581.0,6391.0
31476,63,BARUN,56,57,20,581.0,11620.0
31477,63,BARUN,56,59,22,581.0,12782.0
31478,63,BARUN,56,47,11,580.0,6380.0
31479,63,BARUN,56,58,10,580.0,5800.0
31480,63,BARUN,56,57,10,580.0,5800.0
31481,63,BARUN,56,58,10,580.0,5800.0
31482,63,SANIMA,41,34,100,503.0,50300.0
31483,63,CHDC,16,29,10,733.0,7330.0
31484,63,PICL,22,16,10,949.0,9490.0
31485,63,MBL,56,49,601,416.0,250016.0
31486,63,KBL,14,41,120,400.0,48000.0
31487,63,AIL,35,3,50,897.0,44850.0
31488,63,ICFC,56,58,350,660.0,231000.0
31489,63,RHPL,37,58,200,531.0,106200.0
31490,63,RHPL,28,58,300,531.0,159300.0
31491,63,CCBL,43,48,10,296.0,2960.0
31492,63,CHDC,16,38,10,733.0,7330.0
31493,63,AHPC,44,39,100,536.0,53600.0
31494,63,RHPL,38,10,100,532.0,53200.0
31495,63,PLI,38,42,10,820.0,8200.0
31496,63,RHPL,54,10,200,532.0,106400.0
31497,63,EDBL,37,32,19,830.0,15770.0
31498,63,EDBL,37,4,31,830.0,25730.0
31499,63,MLBSL,14,35,20,4972.0,99440.0
31500,64,MLBSL,14,26,10,4950.0,49500.0
31501,64,SSHL,14,58,50,356.0,17800.0
31502,64,PROFL,17,58,10,405.0,4050.0
31503,64,NRIC,33,22,50,1918.0,95900.0
31504,64,SHIVM,35,44,100,1580.0,158000.0
31505,64,SHL,57,51,100,282.0,28200.0
31506,64,KBL,16,41,204,400.0,81600.0
31507,64,KBL,16,58,31,400.0,12400.0
31508,64,KBL,16,45,15,400.0,6000.0
31509,64,HDL,47,17,10,5720.0,57200.0
31510,64,LEC,55,22,28,413.0,11564.0
31511,64,NHPC,38,10,1170,303.0,354510.0
31512,64,NHPC,52,10,200,304.0,60800.0
31513,64,NHPC,58,10,100,304.0,30400.0
31514,64,NHPC,32,10,100,304.0,30400.0
31515,64,NHPC,34,10,100,304.0,30400.0
31516,64,NHPC,38,10,330,304.0,100320.0
31517,64,SAPDBL,57,32,10,380.0,3800.0
31518,64,AKPL,52,51,30,504.0,15120.0
31519,64,CHL,7,28,71,489.0,34719.0
31520,64,NHPC,38,45,1000,304.0,304000.0
31521,64,AIL,19,45,90,888.0,79920.0
31522,64,MEN,52,46,10,939.0,9390.0
31523,64,PLIC,32,52,100,1062.0,106200.0
31524,64,SJCL,34,5,20,481.0,9620.0
31525,64,SJCL,17,5,100,486.0,48600.0
31526,64,SJCL,54,5,66,486.0,32076.0
31527,64,NTC,58,19,10,1326.0,13260.0
31528,64,NHPC,58,19,10,305.0,3050.0
31529,64,SAPDBL,44,32,300,380.0,114000.0
31530,64,PRVU,44,29,30,478.0,14340.0
31531,64,SJCL,54,42,40,486.0,19440.0
31532,64,GHL,29,49,20,336.0,6720.0
31533,64,CHDC,16,34,10,733.0,7330.0
31534,64,UNHPL,59,34,50,381.0,19050.0
31535,64,HDHPC,57,33,25,313.0,7825.0
31536,64,HDHPC,57,54,50,313.0,15650.0
31537,64,HDHPC,57,54,25,313.0,7825.0
31538,64,AKJCL,57,53,10,297.0,2970.0
31539,64,HIDCL,33,28,60,430.0,25800.0
31540,64,HDL,49,35,50,5717.0,285850.0
31541,64,CHDC,16,16,10,733.0,7330.0
31542,64,CHDC,16,29,10,733.0,7330.0
31543,64,MPFL,43,29,34,410.0,13940.0
31544,64,MPFL,57,29,56,410.0,22960.0
31545,64,CHDC,16,10,10,733.0,7330.0
31546,64,LEC,40,22,272,413.0,112336.0
31547,64,LEC,40,10,18,411.0,7398.0
31548,64,LEC,40,47,10,409.0,4090.0
31549,64,KKHC,11,19,10,287.0,2870.0
31550,64,DHPL,51,52,90,298.0,26820.0
31551,64,DHPL,46,52,90,298.0,26820.0
31552,64,KKHC,19,19,300,287.0,86100.0
31553,64,STC,43,58,10,10400.0,104000.0
31554,64,NRN,54,32,20,705.0,14100.0
31555,64,UPCL,41,58,50,340.0,17000.0
31556,64,CHDC,16,8,10,733.0,7330.0
31557,64,NRIC,36,22,10,1918.0,19180.0
31558,64,NRIC,14,22,10,1919.0,19190.0
31559,64,OHL,57,17,10,619.0,6190.0
31560,64,CHDC,16,4,10,733.0,7330.0
31561,64,NHPC,38,38,500,304.0,152000.0
31562,64,UMHL,34,35,50,416.0,20800.0
31563,64,RLI,34,33,60,720.0,43200.0
31564,64,DHPL,46,36,10,298.0,2980.0
31565,64,DHPL,29,36,190,298.0,56620.0
31566,64,NIFRA,47,58,38,533.0,20254.0
31567,64,MLBSL,8,44,20,4930.0,98600.0
31568,64,OHL,42,17,24,619.0,14856.0
31569,64,GFCL,28,29,100,729.0,72900.0
31570,64,PROFL,32,55,200,400.0,80000.0
31571,64,GBBL,35,40,20,562.0,11240.0
31572,64,MLBSL,8,29,20,4930.0,98600.0
31573,64,CBBL,57,17,100,1772.0,177200.0
31574,64,GBIME,19,10,214,460.0,98440.0
31575,64,GBIME,19,50,17,460.0,7820.0
31576,64,GBIME,19,33,18,460.0,8280.0
31577,64,GBIME,19,45,100,460.0,46000.0
31578,64,GBIME,19,11,40,460.0,18400.0
31579,64,GBIME,19,14,111,460.0,51060.0
31580,64,UMHL,13,58,81,418.0,33858.0
31581,64,NRIC,48,14,128,1920.0,245760.0
31582,64,NLIC,54,51,10,2095.0,20950.0
31583,64,MDB,35,42,100,637.0,63700.0
31584,64,SHL,41,39,100,284.0,28400.0
31585,64,SHL,41,58,150,284.0,42600.0
31586,64,SHL,41,53,100,283.0,28300.0
31587,64,RLI,39,33,10,720.0,7200.0
31588,64,RLI,39,49,10,720.0,7200.0
31589,64,RLI,39,58,10,720.0,7200.0
31590,64,RLI,39,42,10,718.0,7180.0
31591,64,SKBBL,26,17,100,1632.0,163200.0
31592,64,NMB,32,26,100,465.0,46500.0
31593,64,MPFL,57,51,200,410.0,82000.0
31594,64,MPFL,57,34,20,410.0,8200.0
31595,64,MPFL,57,42,224,410.0,91840.0
31596,64,UNHPL,51,7,500,380.0,190000.0
31597,64,EDBL,43,4,469,830.0,389270.0
31598,64,EDBL,43,57,131,830.0,108730.0
31599,64,KSBBL,42,48,340,582.0,197880.0
31600,64,KSBBL,49,48,100,583.0,58300.0
31601,64,KSBBL,57,48,30,583.0,17490.0
31602,64,KSBBL,10,48,10,584.0,5840.0
31603,64,KSBBL,38,48,20,584.0,11680.0
31604,64,NHPC,38,42,20,304.0,6080.0
31605,64,AKJCL,8,42,490,296.0,145040.0
31606,64,AKJCL,34,42,10,296.0,2960.0
31607,64,DHPL,41,58,10,302.0,3020.0
31608,64,HIDCL,34,28,60,430.0,25800.0
31609,64,HIDCL,32,28,80,430.0,34400.0
31610,64,GHL,49,58,137,336.0,46032.0
31611,64,SHIVM,55,44,50,1580.0,79000.0
31612,64,RBCLPO,26,38,10,18631.0,186310.0
31613,64,NRN,11,22,10,704.0,7040.0
31614,64,KRBL,44,45,50,379.0,18950.0
31615,64,UMHL,58,34,142,419.0,59498.0
31616,64,RHPL,58,58,282,530.0,149460.0
31617,64,RHPL,3,58,500,531.0,265500.0
31618,64,RHPL,25,58,218,531.0,115758.0
31619,64,GHL,10,4,30,330.0,9900.0
31620,64,UPPER,1,42,10,752.0,7520.0
31621,64,UPPER,55,42,30,755.0,22650.0
31622,64,GBIME,51,14,100,460.0,46000.0
31623,64,NHPC,38,5,50,304.0,15200.0
31624,64,NHPC,38,52,50,304.0,15200.0
31625,64,NHPC,38,41,50,304.0,15200.0
31626,64,API,33,13,45,457.0,20565.0
31627,64,SRBL,16,11,900,394.0,354600.0
31628,64,KSBBL,39,34,20,585.0,11700.0
31629,64,NLICL,34,25,50,1273.0,63650.0
31630,64,BARUN,57,35,52,573.0,29796.0
31631,64,BARUN,48,35,200,573.0,114600.0
31632,64,BARUN,57,35,24,573.0,13752.0
31633,64,BARUN,38,35,249,575.0,143175.0
31634,64,NGPL,35,49,27,531.0,14337.0
31635,64,SPDL,46,46,135,455.0,61425.0
31636,64,SPDL,44,46,465,460.0,213900.0
31637,64,NHPC,52,41,550,304.0,167200.0
31638,64,NHPC,52,58,450,304.0,136800.0
31639,64,RHPL,25,42,80,531.0,42480.0
31640,64,NGPL,28,1,100,530.0,53000.0
31641,64,NRIC,38,14,20,1920.0,38400.0
31642,64,AHPC,44,47,60,536.0,32160.0
31643,64,KPCL,26,26,10,488.0,4880.0
31644,64,PRVU,14,29,20,478.0,9560.0
31645,64,CIT,29,48,23,4200.0,96600.0
31646,64,CIT,29,6,12,4200.0,50400.0
31647,64,CIT,29,52,25,4200.0,105000.0
31648,64,CIT,29,3,40,4190.0,167600.0
31649,64,UIC,34,59,33,805.0,26565.0
31650,64,AHPC,44,45,953,536.0,510808.0
31651,64,AHPC,17,45,100,537.0,53700.0
31652,64,AHPC,33,45,947,537.0,508539.0
31653,64,BOKL,45,50,530,388.0,205640.0
31654,64,SJCL,54,45,40,486.0,19440.0
31655,64,SANIMA,14,6,1500,502.0,753000.0
31656,64,AHPC,33,35,500,537.0,268500.0
31657,64,LBL,38,17,51,427.0,21777.0
31658,64,NABIL,42,1,50,1330.0,66500.0
31659,64,RHPC,41,41,100,611.0,61100.0
31660,64,LBL,34,29,300,429.0,128700.0
31661,64,UMHL,34,34,100,419.0,41900.0
31662,64,CHDC,16,21,10,733.0,7330.0
31663,64,MFIL,13,48,50,1130.0,56500.0
31664,64,MFIL,13,58,11,1129.0,12419.0
31665,64,HPPL,14,39,50,499.0,24950.0
31666,64,HIDCL,45,17,30,431.0,12930.0
31667,64,AHPC,33,45,100,537.0,53700.0
31668,64,MNBBL,52,4,380,693.0,263340.0
31669,64,PFL,35,17,35,700.0,24500.0
31670,64,SGI,38,56,170,791.0,134470.0
31671,64,SGI,45,56,100,791.0,79100.0
31672,64,SGI,42,56,30,791.0,23730.0
31673,64,UNHPL,51,46,350,378.0,132300.0
31674,64,UNHPL,51,36,100,378.0,37800.0
31675,64,UNHPL,51,58,30,378.0,11340.0
31676,64,HPPL,14,28,20,498.0,9960.0
31677,64,CHL,57,28,39,489.0,19071.0
31678,64,SHL,58,49,100,282.0,28200.0
31679,64,UPPER,55,49,40,755.0,30200.0
31680,64,AIL,19,33,100,888.0,88800.0
31681,64,PPCL,13,59,470,406.0,190820.0
31682,64,PPCL,13,49,30,402.0,12060.0
31683,64,SBL,3,54,100,524.0,52400.0
31684,64,SBL,3,26,200,524.0,104800.0
31685,64,CHDC,16,22,10,733.0,7330.0
31686,64,UNHPL,45,58,20,378.0,7560.0
31687,64,UNHPL,45,25,180,378.0,68040.0
31688,64,JFL,41,10,20,466.0,9320.0
31689,64,NHPC,20,58,1000,304.0,304000.0
31690,64,NHPC,58,58,150,304.0,45600.0
31691,64,NHPC,58,43,50,303.0,15150.0
31692,64,LEC,40,6,10,408.0,4080.0
31693,64,RHPL,50,10,500,532.0,266000.0
31694,64,NHPC,28,43,50,303.0,15150.0
31695,64,KBL,28,45,200,400.0,80000.0
31696,64,NHPC,57,43,100,303.0,30300.0
31697,64,UNHPL,5,25,500,378.0,189000.0
31698,64,NBB,45,19,100,425.0,42500.0
31699,64,PROFL,32,58,55,400.0,22000.0
31700,64,CHDC,16,38,10,733.0,7330.0
31701,64,BARUN,38,7,690,575.0,396750.0
31702,64,HDHPC,1,54,30,313.0,9390.0
31703,64,HDHPC,1,49,10,313.0,3130.0
31704,64,HDHPC,1,49,10,313.0,3130.0
31705,64,HDHPC,1,38,450,313.0,140850.0
31706,64,NRN,11,39,10,704.0,7040.0
31707,64,SFCL,47,29,90,405.0,36450.0
31708,64,AKJCL,34,13,30,296.0,8880.0
31709,64,SJCL,54,22,20,486.0,9720.0
31710,64,NRN,11,47,60,704.0,42240.0
31711,64,NRN,11,11,10,704.0,7040.0
31712,64,UIC,57,10,60,810.0,48600.0
31713,64,NRIC,14,57,10,1919.0,19190.0
31714,64,CHDC,16,8,10,733.0,7330.0
31715,64,UNHPL,6,59,145,377.0,54665.0
31716,64,LBBL,32,17,60,635.0,38100.0
31717,64,LBBL,19,17,130,635.0,82550.0
31718,64,LBBL,59,17,150,635.0,95250.0
31719,64,LBBL,44,17,1000,643.0,643000.0
31720,64,LBBL,1,17,500,647.0,323500.0
31721,64,LBBL,6,17,100,650.0,65000.0
31722,64,LBBL,11,17,10,650.0,6500.0
31723,64,LBBL,58,17,50,650.0,32500.0
31724,64,LBBL,58,17,500,651.0,325500.0
31725,64,LBBL,20,17,300,651.0,195300.0
31726,64,LBBL,14,17,200,652.0,130400.0
31727,64,SFCL,35,29,410,405.0,166050.0
31728,64,SFCL,35,52,90,405.0,36450.0
31729,64,NHPC,35,58,60,304.0,18240.0
31730,64,NHPC,35,44,100,303.0,30300.0
31731,64,NHPC,35,36,100,302.0,30200.0
31732,64,NHPC,35,14,40,302.0,12080.0
31733,64,SPDL,44,39,100,460.0,46000.0
31734,64,MNBBL,50,49,40,692.0,27680.0
31735,64,PRVU,57,49,100,477.0,47700.0
31736,64,PROFL,32,47,86,400.0,34400.0
31737,64,PROFL,47,47,114,402.0,45828.0
31738,64,SRBL,41,11,100,394.0,39400.0
31739,64,NIFRA,47,41,50,533.0,26650.0
31740,64,API,41,13,145,457.0,66265.0
31741,64,API,41,26,105,457.0,47985.0
31742,64,OHL,21,1,100,615.0,61500.0
31743,64,GILB,58,44,20,2856.0,57120.0
31744,64,NBB,58,16,30,430.0,12900.0
31745,64,MPFL,26,58,50,409.0,20450.0
31746,64,AHPC,6,49,200,538.0,107600.0
31747,64,MBL,56,25,399,416.0,165984.0
31748,64,KBL,50,45,250,400.0,100000.0
31749,64,SJCL,54,10,40,486.0,19440.0
31750,64,NLIC,52,56,80,2100.0,168000.0
31751,64,NLIC,52,16,20,2100.0,42000.0
31752,64,NCCB,52,38,299,380.0,113620.0
31753,64,NCCB,52,54,201,380.0,76380.0
31754,64,RADHI,58,56,20,1093.0,21860.0
31755,64,MEGA,38,34,40,392.0,15680.0
31756,64,MEGA,38,21,60,392.0,23520.0
31757,64,AKJCL,34,35,150,296.0,44400.0
31758,64,LEC,40,49,200,408.0,81600.0
31759,64,LEC,25,49,200,409.0,81800.0
31760,64,API,32,49,40,455.0,18200.0
31761,64,PROFL,47,59,200,402.0,80400.0
31762,64,PROFL,47,22,40,400.0,16000.0
31763,64,PROFL,47,43,396,400.0,158400.0
31764,64,PROFL,47,58,50,396.0,19800.0
31765,64,NIFRA,47,47,50,533.0,26650.0
31766,64,NMB,34,49,46,466.0,21436.0
31767,64,GHL,10,57,40,330.0,13200.0
31768,64,GHL,43,57,160,331.0,52960.0
31769,64,API,45,26,200,457.0,91400.0
31770,64,AKPL,52,47,200,503.0,100600.0
31771,64,SPDL,44,42,10,460.0,4600.0
31772,64,CHDC,16,17,10,733.0,7330.0
31773,64,MEN,39,48,10,940.0,9400.0
31774,64,CHDC,16,16,10,733.0,7330.0
31775,64,NBB,21,46,500,430.0,215000.0
31776,64,NIFRA,43,34,50,532.0,26600.0
31777,64,MEN,52,14,10,939.0,9390.0
31778,64,HIDCL,32,29,20,430.0,8600.0
31779,64,SHL,52,45,500,282.0,141000.0
31780,64,CHDC,16,59,10,733.0,7330.0
31781,64,BFC,45,19,300,440.0,132000.0
31782,64,SSHL,46,28,500,356.0,178000.0
31783,64,NABBC,11,28,50,643.0,32150.0
31784,64,JBBL,34,44,50,497.0,24850.0
31785,64,JBBL,34,38,200,497.0,99400.0
31786,64,JBBL,34,49,50,497.0,24850.0
31787,64,NLIC,14,1,40,2090.0,83600.0
31788,64,NLIC,14,8,128,2090.0,267520.0
31789,64,SGI,14,10,100,795.0,79500.0
31790,64,GUFL,3,45,10,1363.0,13630.0
31791,64,GLICL,41,57,50,828.0,41400.0
31792,64,GLICL,49,57,50,828.0,41400.0
31793,64,CHDC,16,29,10,733.0,7330.0
31794,64,NLIC,29,8,20,2090.0,41800.0
31795,64,KKHC,53,45,78,285.0,22230.0
31796,64,KKHC,58,45,22,285.0,6270.0
31797,64,CHDC,16,8,10,733.0,7330.0
31798,64,UPPER,16,46,72,750.0,54000.0
31799,64,UPPER,49,46,50,751.0,37550.0
31800,64,UPPER,25,46,20,755.0,15100.0
31801,64,UPPER,45,46,50,755.0,37750.0
31802,64,UPPER,28,46,30,755.0,22650.0
31803,64,BOKL,44,50,100,388.0,38800.0
31804,64,UPPER,58,3,80,756.0,60480.0
31805,64,ALICL,41,46,150,1445.0,216750.0
31806,64,CHDC,16,14,10,733.0,7330.0
31807,64,AKJCL,34,29,10,296.0,2960.0
31808,64,BFC,45,58,30,440.0,13200.0
31809,64,BFC,45,34,14,440.0,6160.0
31810,64,NMB,45,49,61,466.0,28426.0
31811,64,NMB,45,6,16,466.0,7456.0
31812,64,HDL,58,13,50,5750.0,287500.0
31813,64,CHDC,45,58,3,729.0,2187.0
31814,64,CBL,50,4,11,300.0,3300.0
31815,64,CBL,34,4,68,300.0,20400.0
31816,64,CBL,49,4,11,301.0,3311.0
31817,64,SRBL,44,56,50,393.0,19650.0
31818,64,HIDCL,32,32,100,430.0,43000.0
31819,64,NGPL,35,34,50,530.0,26500.0
31820,64,NGPL,35,26,74,530.0,39220.0
31821,64,MFIL,21,55,50,1120.0,56000.0
31822,64,HIDCL,20,55,812,426.0,345912.0
31823,64,HIDCL,47,55,20,426.0,8520.0
31824,64,HIDCL,49,55,25,427.0,10675.0
31825,64,HIDCL,47,55,113,428.0,48364.0
31826,64,HIDCL,17,55,30,430.0,12900.0
31827,64,NLIC,34,8,30,2090.0,62700.0
31828,64,BARUN,14,7,310,575.0,178250.0
31829,64,BARUN,14,49,140,575.0,80500.0
31830,64,BARUN,14,28,50,574.0,28700.0
31831,64,HIDCL,45,17,100,431.0,43100.0
31832,64,RHPC,45,5,194,623.0,120862.0
31833,64,RHPC,45,19,100,620.0,62000.0
31834,64,RHPC,45,58,90,618.0,55620.0
31835,64,RHPC,45,38,38,615.0,23370.0
31836,64,RHPC,45,4,60,615.0,36900.0
31837,64,RHPC,45,48,18,615.0,11070.0
31838,64,CBL,22,46,30,302.0,9060.0
31839,64,CBL,58,46,50,302.0,15100.0
31840,64,NIFRA,4,47,50,533.0,26650.0
31841,64,NIFRA,4,44,50,533.0,26650.0
31842,64,NIFRA,4,3,400,533.0,213200.0
31843,64,EBL,39,50,10,779.0,7790.0
31844,64,UPPER,28,21,40,755.0,30200.0
31845,64,UPPER,28,43,30,755.0,22650.0
31846,64,ICFC,56,51,595,660.0,392700.0
31847,64,SHL,56,45,300,284.0,85200.0
31848,64,NIFRA,43,36,50,532.0,26600.0
31849,64,PCBL,7,42,100,483.0,48300.0
31850,64,SJCL,54,45,20,486.0,9720.0
31851,64,SJCL,54,34,594,486.0,288684.0
31852,64,SJCL,54,46,1000,484.0,484000.0
31853,64,SJCL,54,32,60,484.0,29040.0
31854,64,SJCL,54,58,40,482.0,19280.0
31855,64,SJCL,54,39,20,481.0,9620.0
31856,64,SJCL,54,26,20,480.0,9600.0
31857,64,SJCL,54,46,40,479.0,19160.0
31858,64,NIFRA,43,52,40,532.0,21280.0
31859,64,KKHC,45,55,192,290.0,55680.0
31860,64,KKHC,45,28,308,290.0,89320.0
31861,64,SPDL,44,48,10,460.0,4600.0
31862,64,SPDL,44,32,200,459.0,91800.0
31863,64,SPDL,44,35,100,455.0,45500.0
31864,64,SPDL,44,1,100,453.0,45300.0
31865,64,MEN,28,6,10,938.0,9380.0
31866,64,NHPC,52,58,2000,304.0,608000.0
31867,64,NCCB,52,38,30,380.0,11400.0
31868,64,NCCB,52,38,170,380.0,64600.0
31869,64,ICFC,42,51,50,660.0,33000.0
31870,64,PROFL,49,58,50,396.0,19800.0
31871,64,SAPDBL,28,32,1000,380.0,380000.0
31872,64,CFCL,14,57,500,459.0,229500.0
31873,64,CFCL,14,35,50,452.0,22600.0
31874,64,HIDCL,20,17,446,431.0,192226.0
31875,64,HIDCL,20,42,14,431.0,6034.0
31876,64,HIDCL,20,57,80,431.0,34480.0
31877,64,HIDCL,20,1,100,431.0,43100.0
31878,64,HIDCL,20,39,500,431.0,215500.0
31879,64,HIDCL,20,59,160,431.0,68960.0
31880,64,SPDL,54,35,100,455.0,45500.0
31881,64,AKPL,45,29,17,500.0,8500.0
31882,64,KRBL,44,54,50,379.0,18950.0
31883,64,HIDCL,17,44,100,430.0,43000.0
31884,64,NMB,58,6,84,466.0,39144.0
31885,64,NMB,58,55,337,466.0,157042.0
31886,64,UNHPL,38,59,25,377.0,9425.0
31887,64,MBL,54,39,400,417.0,166800.0
31888,64,RBCL,28,16,10,22400.0,224000.0
31889,64,UPPER,49,1,50,751.0,37550.0
31890,64,KKHC,58,51,36,285.0,10260.0
31891,64,KKHC,19,51,14,286.0,4004.0
31892,64,SANIMA,14,34,20,503.0,10060.0
31893,64,PICL,22,52,50,949.0,47450.0
31894,64,KRBL,21,54,100,380.0,38000.0
31895,64,UMHL,19,34,300,419.0,125700.0
31896,64,UMHL,19,40,700,419.0,293300.0
31897,64,HPPL,14,45,10,498.0,4980.0
31898,64,NHPC,42,58,704,300.0,211200.0
31899,64,NHPC,21,58,20,300.0,6000.0
31900,64,NHPC,59,58,150,300.0,45000.0
31901,64,NHPC,55,58,6000,300.0,1800000.0
31902,64,NHPC,21,58,100,300.0,30000.0
31903,64,NHPC,40,58,3301,300.0,990300.0
31904,64,NHPC,48,58,25,301.0,7525.0
31905,64,NHPC,8,58,1000,301.0,301000.0
31906,64,NHPC,35,58,200,301.0,60200.0
31907,64,NHPC,21,58,10,301.0,3010.0
31908,64,NHPC,34,58,1000,301.0,301000.0
31909,64,NHPC,42,58,100,301.0,30100.0
31910,64,NHPC,8,58,1000,302.0,302000.0
31911,64,NHPC,17,58,50,302.0,15100.0
31912,64,NHPC,20,58,400,302.0,120800.0
31913,64,NHPC,4,58,840,302.0,253680.0
31914,64,NHPC,35,58,100,303.0,30300.0
31915,64,SRBL,58,58,200,394.0,78800.0
31916,64,GHL,43,38,40,331.0,13240.0
31917,64,UPPER,16,41,50,750.0,37500.0
31918,64,RHPL,48,21,50,531.0,26550.0
31919,64,CIT,32,3,30,4190.0,125700.0
31920,64,NHPC,35,58,600,304.0,182400.0
31921,64,UNHPL,29,5,200,371.0,74200.0
31922,64,PLI,42,45,10,812.0,8120.0
31923,64,AHPC,33,58,50,537.0,26850.0
31924,64,UPCL,46,28,300,338.0,101400.0
31925,64,JBBL,51,50,50,495.0,24750.0
31926,64,JBBL,37,50,150,496.0,74400.0
31927,64,SSHL,38,41,200,356.0,71200.0
31928,64,UMHL,13,28,65,418.0,27170.0
31929,64,UPPER,34,34,50,751.0,37550.0
31930,64,UPPER,32,34,25,752.0,18800.0
31931,64,ICFC,34,51,300,660.0,198000.0
31932,64,RLI,34,57,10,712.0,7120.0
31933,64,SPDL,39,37,401,451.0,180851.0
31934,64,SPDL,37,37,99,453.0,44847.0
31935,64,SFCL,35,19,20,404.0,8080.0
31936,64,RHPC,5,58,30,612.0,18360.0
31937,64,RHPC,5,57,50,612.0,30600.0
31938,64,BARUN,57,17,26,573.0,14898.0
31939,64,KPCL,58,49,10,488.0,4880.0
31940,64,KPCL,58,49,10,488.0,4880.0
31941,64,KPCL,58,57,10,488.0,4880.0
31942,64,RHPL,58,10,500,532.0,266000.0
31943,64,ADBL,52,47,20,486.0,9720.0
31944,64,ADBL,52,1,10,486.0,4860.0
31945,64,JOSHI,50,58,10,333.0,3330.0
31946,64,JOSHI,50,42,20,333.0,6660.0
31947,64,JOSHI,50,57,20,333.0,6660.0
31948,64,JOSHI,50,35,20,333.0,6660.0
31949,64,JOSHI,50,3,10,333.0,3330.0
31950,64,JOSHI,50,22,20,333.0,6660.0
31951,64,NRIC,42,6,93,1920.0,178560.0
31952,64,RLI,29,42,10,711.0,7110.0
31953,64,SFCL,47,4,500,403.0,201500.0
31954,64,HURJA,46,38,20,377.0,7540.0
31955,64,RHPL,48,49,200,531.0,106200.0
31956,64,RHPL,48,3,40,531.0,21240.0
31957,64,RHPL,48,58,70,531.0,37170.0
31958,64,RHPL,48,10,138,531.0,73278.0
31959,64,CIT,32,49,40,4190.0,167600.0
31960,64,HDHPC,35,38,50,313.0,15650.0
31961,64,HDHPC,35,49,100,313.0,31300.0
31962,64,HDHPC,35,34,150,313.0,46950.0
31963,64,NHPC,45,58,50,304.0,15200.0
31964,64,AHPC,33,29,100,537.0,53700.0
31965,64,NLG,19,58,48,1304.0,62592.0
31966,64,UNHPL,6,59,200,377.0,75400.0
31967,64,API,11,46,10,455.0,4550.0
31968,64,API,38,46,100,455.0,45500.0
31969,64,EDBL,52,57,300,830.0,249000.0
31970,64,HDL,41,4,20,5702.0,114040.0
31971,64,DDBL,25,17,20,1703.0,34060.0
31972,64,NLICL,49,16,65,1272.0,82680.0
31973,64,NLICL,25,16,85,1273.0,108205.0
31974,64,AKPL,49,34,83,499.0,41417.0
31975,64,CORBL,8,22,204,682.0,139128.0
31976,64,CORBL,52,22,30,682.0,20460.0
31977,64,SRBL,57,58,800,394.0,315200.0
31978,64,PLIC,33,52,368,1062.0,390816.0
31979,64,PLIC,33,28,132,1058.0,139656.0
31980,64,HDL,41,59,20,5702.0,114040.0
31981,64,UNHPL,21,59,130,377.0,49010.0
31982,64,MEN,28,43,10,938.0,9380.0
31983,64,AKPL,38,29,100,500.0,50000.0
31984,64,AKPL,21,29,100,500.0,50000.0
31985,64,AKPL,10,29,273,500.0,136500.0
31986,64,PLI,42,58,10,812.0,8120.0
31987,64,RHPL,46,10,50,531.0,26550.0
31988,64,UNHPL,21,28,20,377.0,7540.0
31989,64,UPCL,8,49,140,336.0,47040.0
31990,64,UPCL,42,49,100,337.0,33700.0
31991,64,KBL,16,45,35,400.0,14000.0
31992,64,KBL,16,8,65,400.0,26000.0
31993,64,NHPC,4,13,160,302.0,48320.0
31994,64,NHPC,13,13,820,302.0,247640.0
31995,64,NHPC,57,13,20,303.0,6060.0
